companyName,profileUrl,location,logoUrl,companyType,revenue,establishedYear,description,isVerified
Performance Windows & Doors Inc.,https://www.thomasnet.com/company/performance-windows-doors-inc-30702351/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Woodbridge, ON L4L8A8",,Manufacturer*,$5 - 9.9 Mil Revenue,1993.0,,No
E-Z Access Lock and Key,https://www.thomasnet.com/company/e-z-access-lock-and-key-357404/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Jessup, MD 20794",,"Service Company* , Manufacturer",$1 - 4.9 Mil Revenue,1987.0,"Supplier of keys & security systems for use in government, commercial, residential, & automotive industries. MAS Hamilton X-07® certified. Master key systems, rekeying, Simplexes®, Unicans®, high security Medco® locking systems, desk locks, file cabinets, SCIF rooms, electronic keypads, & electric strikes. Safes, astragals & astragal parts, exit devices, closers, stops, holders, electronic hardware, keys & accessories, & lock tools. Same day/next day service. Mobile service available.",No
Cheney Metal Works,https://www.thomasnet.com/company/cheney-metal-works-30744592/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Watsonville, CA 95076",,Custom Manufacturer*,$1 Mil Revenue,2011.0,"Custom manufacturer of architectural and sculptural metal-smiting for interior, exterior and public spaces. Products such as gates, railings, staircases, hardware, furniture, fountains, fireplaces, doors, fences and sculpture are available. Markets served include commercial and residential.",No
Fairmont Glass,https://www.thomasnet.com/company/fairmont-glass-30980873/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Fairmont, MN 56031",,"Distributor* , Service Company",$1 - 4.9 Mil Revenue,1970.0,"Distributor of glass products. Doors, sensors, windows, entrances, and storefronts are available. Glass repair service is also offered.",No
"Dallas Millwork, Inc.",https://www.thomasnet.com/company/dallas-millwork-inc-30754757/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Hiram, GA 30141",,Custom Manufacturer*,$5 - 9.9 Mil Revenue,1996.0,"Custom manufacturer of windows and doors for architectural, residential, commercial and historical applications. Products include single and double hung windows, wooden and glass doors, casement and awning windows. Capabilities include architectural millwork.",No
Crawford Tracey Corp,https://www.thomasnet.com/company/crawford-tracey-corp-30171729/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Deerfield Beach, FL 33442",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fcrawfordtracey.com.webp&w=256&q=75,"Manufacturer* , Finishing Service Company",$10 - 24.9 Mil Revenue,1956.0,"Manufacturer Of High Quality, Custom And Conventional Glazing Systems.",No
"Gallop Brush Company, LLC",https://www.thomasnet.com/company/gallop-brush-company-llc-30205839/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Imlay City, MI 48444",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fgallopbrush.com.png&w=256&q=75,Manufacturer*,$1 Mil Revenue,2013.0,"Manufacturer of cloth and foam brushes for the car, truck and transit washing industry. Products include car wash replacement media, bristles, cores, doors and equipment.",No
Brownwell Metal Studio,https://www.thomasnet.com/company/brownwell-metal-studio-30810004/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Troy, VA 22974",,Custom Manufacturer*,,,"Custom manufacturer of architectural metal products. Products include railings, furniture, staircases, fixtures, entrance doors, signs, lighting, countertops, and back splashes. Markets served include commercial and residential sectors.",No
"Perimeter Security Solutions, Inc.",https://www.thomasnet.com/company/perimeter-security-solutions-inc-30743756/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Vernon, TX 76384",,"Turnkey Systems Integrator* , Service Company",$5 - 9.9 Mil Revenue,,"Design, install and integration of perimeter security systems. Products include access controls, intrusion detection systems, crash resistance barriers, gate operators and security fencing.",No
Skagit Architectural Millwork,https://www.thomasnet.com/company/skagit-architectural-millwork-30167175/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Mount Vernon, WA 98273",,"Manufacturer* , Custom Manufacturer",$1 - 4.9 Mil Revenue,1982.0,Manufacturer of architectural wood doors. Products include water towers and garden furniture. Markets served include commercial and industrial sectors.,No
Bloch Industries,https://www.thomasnet.com/company/bloch-industries-587200/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Rochester, NY 14623",,"Manufacturer* , Custom Manufacturer, Service Company",$10 - 24.9 Mil Revenue,1990.0,Manufacturer of wooden doors. Millwork service,No
"Stoett Industries, Inc.",https://www.thomasnet.com/company/stoett-industries-inc-30825865/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Hicksville, OH 43526",,Manufacturer*,$5 - 9.9 Mil Revenue,,"Manufacturer of screens for patios, lanai, and garage applications. Products include doors, openings, and windows.",No
Causeway Lumber Co.,https://www.thomasnet.com/company/causeway-lumber-co-759926/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Fort Lauderdale, FL 33316",,"Distributor* , Custom Manufacturer",$50 - 99.9 Mil Revenue,1939.0,"Distributor of doors, hardware, millwork, windows, lumber, steel, roof & floor trusses & building materials.",No
Future Glass & Mirror,https://www.thomasnet.com/company/future-glass-mirror-30980957/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Glen Cove, NY 11542",,"Custom Manufacturer* , Service Company",,,"Custom manufacturer glass and mirror. Offers products such as shorefront, doors, tabletop, glass railing, and sliding doors. Provides installation and repair services.",No
"Universal Ornaments, Inc.",https://www.thomasnet.com/company/universal-ornaments-inc-30756820/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Houston, TX 77093",,Custom Manufacturer*,$1 - 4.9 Mil Revenue,1999.0,"Custom manufacturer of ornamental stairs and railings. Products include staircases, forged leaves, entry doors, staircases, balconies, gates, furniture and sculptures.",No
"APT Industries, Inc.",https://www.thomasnet.com/company/apt-industries-inc-5503/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Charlotte, NC 28213",,"Custom Manufacturer* , Manufacturer",$1 - 4.9 Mil Revenue,1979.0,Manufacturer of doors including access & insulated doors. A variety of insulated access doors are available in the same  construction & material selection as the APT-O-LITE panels.,No
Dominion Building Products,https://www.thomasnet.com/company/dominion-building-products-30735590/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=40,"Houston, TX 77040",,Manufacturer*,$25 - 49.9 Mil Revenue,,"Manufacturer of doors and windows for residential, commercial and pre-engineered buildings. Products include frames, aluminum doors, thermal and non-thermal windows and pre-assembled canopies.",No
"Davidson Lumber Co. Div., Davidson Industries, Inc.",https://www.thomasnet.com/company/davidson-lumber-co-div-davidson-industries-inc-10010821/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Franklin, IN 46131",,"Manufacturer* , Custom Manufacturer, Distributor",,1929.0,"Wall Panels, Trusses, Doors, Lumber",No
Fenetres MQ Inc.,https://www.thomasnet.com/company/fenetres-mq-inc-30695800/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Montreal, QC H2Y1Z8",,Manufacturers' Rep*,$1 - 4.9 Mil Revenue,1975.0,,No
"JDS International, Inc.",https://www.thomasnet.com/company/jds-international-inc-30829610/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Noblesville, IN 46060",,Manufacturer*,,,"Manufacturer of military jet aircraft engine accessory kits. Products include hardware, weapon system, heavy vehicle, engine maintenance and upgrade kits, gun systems, airframe and structural components, tubing, hose assemblies, electrical harnesses, armor plating, track pads, hydraulic and pneumatic kitting. Markets served include aerospace and military industries.",No
"Mills, John Ornamental Iron Work",https://www.thomasnet.com/company/mills-john-ornamental-iron-work-106468/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Elizabethtown, KY 42701",,Custom Manufacturer*,,1979.0,"Custom manufacturer of steel products. Types include doors, fences, gates, balconies, railings, spiral staircases, tables, mailboxes and fire pits.",No
Collingdale Millwork Co.,https://www.thomasnet.com/company/collingdale-millwork-co-10086099/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Collingdale, PA 19023",,"Manufacturer* , Service Company",,1910.0,Manufacturer Of Sash & Trim,No
"Bennett Stair Company, Inc.",https://www.thomasnet.com/company/bennett-stair-company-inc-30757047/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Ballston Lake, NY 12019",,Custom Manufacturer*,$1 Mil Revenue,1989.0,"Custom manufacturer of stairs and rails for commercial and residential sectors. Products include handrails, landings, doors and cedar decking.",No
Mason Corp.,https://www.thomasnet.com/company/mason-corp-10024735/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Birmingham, AL 35259",,"Custom Manufacturer* , Manufacturer",$25 - 49.9 Mil Revenue,1945.0,"Custom manufacturer of building products for residential and commercial applications. Products include walkway and patio covers, service station and car wash canopies, window screens, screen doors, storm carports, lattice shades, decorative columns, screen enclosures and frames.",No
McLean Forge and Welding,https://www.thomasnet.com/company/mclean-forge-and-welding-30808750/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Boulder, CO 80301",,Custom Manufacturer*,,,"Custom manufacturer of sculptures and railings for residential and commercial projects. Products include ornamental, cable, iron and steel railings, handrails, enclosures, fences, gates, stairs, furnishings and accessories.",No
Doormaster Sales Inc.,https://www.thomasnet.com/company/doormaster-sales-inc-10011875/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Bakersfield, CA 93304",,"Custom Manufacturer* , Manufacturer, Service Company",$1 Mil Revenue,1958.0,"Custom manufacturer of garage doors and door openers. Markets served include residential, commercial and construction industries.",No
All Action Glass,https://www.thomasnet.com/company/all-action-glass-30974023/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"South Plainfield, NJ 07080",,Manufacturer*,$1 - 4.9 Mil Revenue,,"Manufacturer of glass and glass products for hotels, shopping centers, health care, and transportation industries. Glass walls, floors, staircases, partitions, mall entrances, and railings are offered. Storefronts, skylights, glazing, and automatic doors are also available. Secondary services include design, maintenance, cost estimating, and remodeling.",No
Carbon Fiber Mfg.,https://www.thomasnet.com/company/carbon-fiber-mfg-30840005/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Rock Hill, SC 29730",,Manufacturer*,,,"Manufacturer of carbon fiber automotive racing and aerospace components and parts. Products include car bodies, hoods, doors, fenders, air foils, wing struts, cold air induction boxes, driver leg braces, valve covers, floor boards, shifters, knobs, linkage rods, brackets. flat sheets, motorcycle parts, seats, airplane structures, nose cones and more",No
Space Plus LLC,https://www.thomasnet.com/company/space-plus-llc-30741620/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Westlake Village, CA 91361",,Custom Manufacturer*,$1 Mil Revenue,2006.0,"Custom manufacturer of interior sliding doors for military, residential and government clients. Products include L-shape / 3-sided enclosures, room dividers, partitions, pass through windows, storage enclosures and swing doors. Project management services are also available.",No
"Accurat Door, Inc.",https://www.thomasnet.com/company/accurat-door-inc-1269784/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Lafayette, GA 30728",,"Distributor* , Service Company",$1 - 4.9 Mil Revenue,1995.0,Distributor & service of doors.,No
"Moule's Foothill Glass, Inc",https://www.thomasnet.com/company/moule-s-foothill-glass-inc-30981082/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Auburn, CA 95603",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Fmoulesfoothillglass.com.webp&w=256&q=75,"Custom Manufacturer* , Service Company",$1 - 4.9 Mil Revenue,1978.0,"Custom manufacturer of glass shower doors. Repair and installation services for glass products. Suitable for windows, storefronts, doors, and cabinets.",No
Klondike Door Service,https://www.thomasnet.com/company/klondike-door-service-20055068/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Fairbanks, AK 99709",,Distributor*,$1 Mil Revenue,1989.0,"Distributor of doors, shutters & locks.",No
"Traditional Woodworks, Inc.",https://www.thomasnet.com/company/traditional-woodworks-inc-1297138/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Berwick, ME 03901",,"Custom Manufacturer - Instant Quote* , Custom Manufacturer",,,"Custom manufacturer of architectural wood products. Furniture, windows, doors, stair parts, handrails, balustrades, mouldings, cabinets, and shutters are available. Millwork and woodworking services are provided. Design, planning, and finishing are offered as secondary services. Suitable for commercial applications.",No
Austin Doors,https://www.thomasnet.com/company/austin-doors-30881369/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Vista, CA 92081",,"Service Company* , Distributor",,1990.0,"Distributor of dock boards, levelers, plates, seals and shelters. Overhead, sectional, rollup, automatic, wooden and steel doors are available. Installation and repair services are also offered. 24/7 emergency services are provided.",No
Step-Right Co.,https://www.thomasnet.com/company/step-right-co-57368/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"San Juan, TX 78589",,Custom Manufacturer*,,,"Custom manufacturer of concrete products for residential, commercial, and industrial applications. Products include concrete parking and splash blocks, security bars, stair treads, fencing, transformer pads, security bars, doors, gates, railings, tables and benches.",No
SGSI Glass & Glazing,https://www.thomasnet.com/company/sgsi-glass-glazing-30981246/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Phoenix, AZ 85027",,"Service Company* , Custom Manufacturer",$1 - 4.9 Mil Revenue,,"Glass glazing and repair services. Doors, curtain walls, handrails, storefronts, sun shades, and window walls are also offered.",No
"Ancro Door Company, LLC",https://www.thomasnet.com/company/ancro-door-company-llc-30989136/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Fort Payne, AL 35967",,Custom Manufacturer*,,,"Custom manufacturer of doors made from steel and vinyl material. Corrugated, rolling, fire rated, box truck, and garage doors are also available. Serves commercial industries.",No
Clearway,https://www.thomasnet.com/company/clearway-30538248/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Alabaster, AL 35007",,Manufacturer*,,,Manufacturer of PVC and plastic doors.,No
Concept Door Co.,https://www.thomasnet.com/company/concept-door-co-10060062/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"El Paso, TX 79932",,"Manufacturer* , Service Company",,,"Wood Entry Doors, Interior Doors, Patio Doors",No
"Infinity Exteriors, LLC",https://www.thomasnet.com/company/infinity-exteriors-llc-30964663/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"New Berlin, WI 53151",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fritekit%2Finfinityroofing.com.png&w=256&q=75,"Service Company* , Distributor",$1 Mil Revenue,,"Roofing, siding, metal roof and remodeling contractors for the commercial sector. Roof repair, maintenance and gutter installation service are available. Distributor of insulation, fiber cement or vinyl siding, patio doors, casement, single and double hung windows. Free quotes and repair estimates are also provided.",No
AMG Glass & Metal,https://www.thomasnet.com/company/amg-glass-metal-30980588/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"Fairfield, NJ 07004",,Custom Manufacturer*,,1983.0,"Custom manufacturer of glass products such as windows, shower doors, and curtain walls. Railings, storefronts, mirrors, skylights, and canopies are also available. Design and fabrication are offered as secondary services.",No
Industrial Man Lifts,https://www.thomasnet.com/company/industrial-man-lifts-30822636/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=41,"St Petersburg, FL 33710",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F30822636%2F240272.png&w=256&q=75,"Distributor* , Custom Manufacturer, Manufacturer",$1 - 4.9 Mil Revenue,2000.0,Distributor of doors. Industrial manual sliding and light duty swinging traffic doors are available. Offered in different sizes.,No
Outdoor Kitchen Pro,https://www.thomasnet.com/company/outdoor-kitchen-pro-30878032/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Durham, NC 27704",,Distributor*,,,"Distributor of outdoor kitchen equipment and products. Barbecue grills, fire bowls, burners, beverage coolers, doors, hoods, ice makers, ovens, refrigerators, sinks, smokers, tables and food warmers are offered. Kitchen cabinets and islands, cooking pits and firewalls are also available.",No
Vulkane Industrial Arts,https://www.thomasnet.com/company/vulkane-industrial-arts-30331748/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Cincinnati, OH 45214",,Custom Manufacturer*,,,"Custom manufacturer of wooden doors with copper bar. Other products fabricated include domes, awning, bathroom counters, storage cabinets, hanging door systems, fixtures, railings, sunshades & insignia. Capabilities include designing, prototyping, forming, CNC water-jet cutting, finishing & installation.",No
Louisianacabinetdoors.com,https://www.thomasnet.com/company/louisianacabinetdoors-com-30116304/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Lake Charles, LA 70601",,Manufacturer*,$1 Mil Revenue,,"Manufacturer Of Custom Cabinet Doors For Cabinet Manufacturers, Custom Cabinet Shops, Contractors. Any Door Style Or Drawer Front. Raised Panel, Flat Panel & Frame Only Doors. Variety Of Wood Species Such As Birch, Cherry, Cypress, Cedar, Maple & Oak.",No
Jones Aluminum Corp.,https://www.thomasnet.com/company/jones-aluminum-corp-1138275/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Tulsa, OK 74112",,"Custom Manufacturer* , Manufacturer",,,"Custom manufacturer of awnings for residential and commercial sectors. Products include patio covers, carports, storm and replacement windows, storm and sliding glass doors and screen enclosures.",No
Elias Woodwork & Manufacturing Ltd.,https://www.thomasnet.com/company/elias-woodwork-manufacturing-ltd-10103962/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Winkler, MB R6W4B5",,"Custom Manufacturer* , Manufacturer, Service Company",$10 - 24.9 Mil Revenue,1983.0,,No
Brombal USA,https://www.thomasnet.com/company/brombal-usa-30756805/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Stratford, CT 06615",,Custom Manufacturer*,$1 Mil Revenue,2011.0,"Manufacturer of windows and doors. Products include frame systems, thermal insulation, steel curtain walls, and screens. Markets served include industrial and commercial sectors.",No
"Weather Seal, Inc.",https://www.thomasnet.com/company/weather-seal-inc-893351/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Prattville, AL 36067",,Distributor*,$1 Mil Revenue,1976.0,"Doors, Windows",No
Central Valley Glass & Screen,https://www.thomasnet.com/company/central-valley-glass-screen-30980768/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Sacramento, CA 95828",,"Manufacturer* , Custom Manufacturer, Distributor",,1997.0,"Manufacturers of glazing products include insulated, tempered glass table tops and beveled mirrors. Sun, or solar screen, glassine, shower doors, and cleaning products are also available.",No
"CITYSCAPES INTERNATIONAL, INC.",https://www.thomasnet.com/company/cityscapes-international-inc-30847943/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Hilliard, OH 43026",,"Turnkey Systems Integrator* , Manufacturer, Service Company",$5 - 9.9 Mil Revenue,,"Manufacturer of screening systems for architectural and building applications. Products include screens, handles, hangers, panels, latches, planters, gates, doors, rooftop screens, dumpster enclosures and panel doors. Custom options are also available. Other services such as design, engineering, management and installation are also offered.",No
Your Garage Door Guys,https://www.thomasnet.com/company/your-garage-door-guys-30854106/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Oakley, CA 94561",,Turnkey Systems Integrator*,,1998.0,"Installation of garage doors. Products include sectional steel, sectional aluminum, rolling steel, and rolling sheet doors. Repair, maintenance, programming and reinforcement services are also available. Industries served include residential, industrial, warehouses, shipping docks, fire houses, restaurants, and sports complexes.",No
Abal Building Products (Alberta) Ltd.,https://www.thomasnet.com/company/abal-building-products-alberta-ltd-30356586/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Edmonton, AB T6E6A6",,Manufacturer*,,,"Manufacturer Of Home Building Products Including Doors, Roofs, Siding & Sunrooms.",No
"Plastpro 2000, Inc.",https://www.thomasnet.com/company/plastpro-2000-inc-30761608/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Los Angeles, CA 90045",https://cdn.thomasnet.com/ritekit/plastproinc.com.svg,Manufacturer*,$10 - 24.9 Mil Revenue,1994.0,"Manufacturer of doors and accessories. Products include exterior doors, clavos, shelves, hinge straps, bars, door frames and planking. Materials used include polyurethane, polyester, steel and fiberglass.",No
"Walz & Krenzer, Inc.",https://www.thomasnet.com/company/walz-krenzer-inc-10041021/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Oxford, CT 06478",/_sda/_next/image?url=https%3A%2F%2Fcdn.thomasnet.com%2Fccp%2F10041021%2F36177.png&w=256&q=75,"Custom Manufacturer* , Manufacturer",$10 - 24.9 Mil Revenue,1939.0,"Custom designed watertight doors & hatches for new & existing construction. Designed for any size opening against water, chemical, air & blast pressures. Closures designed to comply with FEMA, DEP, & other requirements. Design & supply of the most simple flood barriers to complex power operated gates & doors.",No
Metropolitan Compactor Service Corp.,https://www.thomasnet.com/company/metropolitan-compactor-service-corp-581282/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Scotch Plains, NJ 07076",,"Turnkey Systems Integrator* , Manufacturer",$1 - 4.9 Mil Revenue,1983.0,"Design and installation of refuse handling systems for multi-story residential buildings. Products include refuse compactors, trash and linen chutes, trash and linen chute doors, automated recycling systems and refuse containers.",No
"Foley Lumber, Inc.",https://www.thomasnet.com/company/foley-lumber-inc-30877274/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Foley, MN 56329",,Distributor*,$5 - 9.9 Mil Revenue,,"Distributor of architectural products, building materials and construction supplies. Products include roofing, siding, ceilings, doors, windows, decking, landscaping materials, fencing, cement, concrete products, paints, stains, insulation materials, shelving, lumber, pole buildings, hardware, power tools, trusses and engineered wood products.",No
Awesome Glass & Windows,https://www.thomasnet.com/company/awesome-glass-windows-30175998/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Brighton, CO 80601",,Service Company*,,,"Full Service Glass, Window & Door Company. Also Offers Well Grates, Doggie Doors, Vinyl Siding & Customized Dryer Vents.",No
Forja Designs,https://www.thomasnet.com/company/forja-designs-30231371/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Brownsville, TX 78521",,"Manufacturer* , Custom Manufacturer, Distributor",,2003.0,"Manufacturer & distributor of wrought iron doors, railings, balconies & staircases. Glass, steel & wood doors & home interior accessories.",No
Storm King Windows & Doors Inc.,https://www.thomasnet.com/company/storm-king-windows-doors-inc-30799812/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"San Juan, PR 00907",,Manufacturer*,,,"Manufacturer of architectural doors and windows. Types of windows include vinyl, tilt-turn, PVC, insulted, casement, single-hung, and sliding windows, patio, French, PVC, bi-fold, hinged, tilt slide and turn windows.",No
BuilderUp,https://www.thomasnet.com/company/builderup-30965911/profile?cov=NA&format=json&heading=23639008&limit=2589&searchsource=suppliers&searchterm=Doors&what=Doors&which=prod&coverage_area=NA&pg=42,"Waldorf, MD 20601",,"Custom Manufacturer* , Distributor, Service Company",,,"Rabar fabrication services for builders, concrete contractors retail and construction industries. Custom trusses, iron railings, wood and steel i-joists are offered. Distributor of beams, rim boards, composite deckings, doors and windows. Fasteners, hangers, connectors, fire pits, saw blades, power tools and pressure-treated lumbers are provided. Crane rental services are also available.",No
